rank,province,category,college
17553,四川,理科,上海师范大学
22767,四川,理科,上海师范大学
13470,四川,理科,上海师范大学
23896,四川,理科,上海师范大学
10335,四川,理科,上海师范大学
18510,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
23300,四川,理科,上海师范大学
22767,四川,理科,上海师范大学
22229,四川,理科,上海师范大学
11436,四川,理科,上海师范大学
18510,四川,理科,上海师范大学
13042,四川,理科,上海师范大学
15217,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
11832,四川,理科,上海师范大学
13042,四川,理科,上海师范大学
12627,四川,理科,上海师范大学
21694,四川,理科,上海师范大学
11060,四川,理科,上海师范大学
10335,四川,理科,上海师范大学
11060,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
20098,四川,理科,上海师范大学
16145,四川,理科,上海师范大学
19571,四川,理科,上海师范大学
24431,四川,理科,上海师范大学
22229,四川,理科,上海师范大学
17042,四川,理科,上海师范大学
13894,四川,理科,上海师范大学
20635,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
14709,四川,理科,上海师范大学
14709,四川,理科,上海师范大学
13894,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
20098,四川,理科,上海师范大学
19023,四川,理科,上海师范大学
16587,四川,理科,上海师范大学
13042,四川,理科,上海师范大学
24431,四川,理科,上海师范大学
21164,四川,理科,上海师范大学
20635,四川,理科,上海师范大学
18026,四川,理科,上海师范大学
23896,四川,理科,上海师范大学
14709,四川,理科,上海师范大学
18026,四川,理科,上海师范大学
12627,四川,理科,上海师范大学
21164,四川,理科,上海师范大学
13042,四川,理科,上海师范大学
24431,四川,理科,上海师范大学
15684,四川,理科,上海师范大学
17042,四川,理科,上海师范大学
11436,四川,理科,上海师范大学
19023,四川,理科,上海师范大学
11832,四川,理科,上海师范大学
19571,四川,理科,上海师范大学
14296,四川,理科,上海师范大学
20098,四川,理科,上海师范大学
18026,四川,理科,上海师范大学
13042,四川,理科,上海师范大学
22229,四川,理科,上海师范大学
22767,四川,理科,上海师范大学
10697,四川,理科,上海师范大学
22767,四川,理科,上海师范大学
12627,四川,理科,上海师范大学
11060,四川,理科,上海师范大学
11832,四川,理科,上海师范大学
19023,四川,理科,上海师范大学
20635,四川,理科,上海师范大学
16145,四川,理科,上海师范大学
16145,四川,理科,上海师范大学
12220,四川,理科,上海师范大学
18510,四川,理科,上海师范大学
17042,四川,理科,上海师范大学
15217,四川,理科,上海师范大学
15217,四川,理科,上海师范大学
11832,四川,理科,上海师范大学
13470,四川,理科,上海师范大学
13470,四川,理科,上海师范大学
18510,四川,理科,上海师范大学
17553,四川,理科,上海师范大学
11060,四川,理科,上海师范大学
22229,四川,理科,上海师范大学
22767,四川,理科,上海师范大学
20635,四川,理科,上海师范大学
16587,四川,理科,上海师范大学
18510,四川,理科,上海师范大学
262,北京,文科,上海外国语大学
535,北京,文科,上海外国语大学
315,北京,文科,上海外国语大学
668,北京,文科,上海外国语大学
504,北京,文科,上海外国语大学
186,北京,文科,上海外国语大学
212,北京,文科,上海外国语大学
376,北京,文科,上海外国语大学
446,北京,文科,上海外国语大学
463,北京,文科,上海外国语大学
262,北京,文科,上海外国语大学
576,北京,文科,上海外国语大学
576,北京,文科,上海外国语大学
329,北京,文科,上海外国语大学
504,北京,文科,上海外国语大学
576,北京,文科,上海外国语大学
329,北京,文科,上海外国语大学
397,北京,文科,上海外国语大学
797,北京,文科,上海外国语大学
489,北京,文科,上海外国语大学
746,北京,文科,上海外国语大学
315,北京,文科,上海外国语大学
233,北京,文科,上海外国语大学
557,北京,文科,上海外国语大学
357,北京,文科,上海外国语大学
3359,北京,理科,上海外国语大学
2267,北京,理科,上海外国语大学
1886,北京,理科,上海外国语大学
1437,北京,理科,上海外国语大学
3026,北京,理科,上海外国语大学
1231,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
1510,北京,理科,上海外国语大学
2083,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
917,北京,理科,上海外国语大学
1041,北京,理科,上海外国语大学
3026,北京,理科,上海外国语大学
2827,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
2737,北京,理科,上海外国语大学
1576,北京,理科,上海外国语大学
2737,北京,理科,上海外国语大学
1637,北京,理科,上海外国语大学
1886,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
1810,北京,理科,上海外国语大学
2645,北京,理科,上海外国语大学
2737,北京,理科,上海外国语大学
2267,北京,理科,上海外国语大学
2737,北京,理科,上海外国语大学
3026,北京,理科,上海外国语大学
1886,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
2437,北京,理科,上海外国语大学
1886,北京,理科,上海外国语大学
2645,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
2737,北京,理科,上海外国语大学
1363,北京,理科,上海外国语大学
2165,北京,理科,上海外国语大学
2548,北京,理科,上海外国语大学
1721,北京,理科,上海外国语大学
1886,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
3235,北京,理科,上海外国语大学
1510,北京,理科,上海外国语大学
2353,北京,理科,上海外国语大学
1576,北京,理科,上海外国语大学
1637,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
1576,北京,理科,上海外国语大学
2548,北京,理科,上海外国语大学
1637,北京,理科,上海外国语大学
1041,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
2645,北京,理科,上海外国语大学
3235,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
917,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
3359,北京,理科,上海外国语大学
1231,北京,理科,上海外国语大学
1988,北京,理科,上海外国语大学
3235,北京,理科,上海外国语大学
1576,北京,理科,上海外国语大学
1721,北京,理科,上海外国语大学
1292,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
1088,北京,理科,上海外国语大学
2267,北京,理科,上海外国语大学
2267,北京,理科,上海外国语大学
867,北京,理科,上海外国语大学
2928,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
1437,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
964,北京,理科,上海外国语大学
3132,北京,理科,上海外国语大学
3026,北京,理科,上海外国语大学
2645,北京,理科,上海外国语大学
1576,北京,理科,上海外国语大学
3026,北京,理科,上海外国语大学
1231,北京,理科,上海外国语大学
2928,北京,理科,上海外国语大学
1231,北京,理科,上海外国语大学
917,北京,理科,上海外国语大学
2353,北京,理科,上海外国语大学
1437,北京,理科,上海外国语大学
1988,北京,理科,上海外国语大学
1721,北京,理科,上海外国语大学
1231,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
1437,北京,理科,上海外国语大学
964,北京,理科,上海外国语大学
2353,北京,理科,上海外国语大学
1988,北京,理科,上海外国语大学
867,北京,理科,上海外国语大学
1161,北京,理科,上海外国语大学
2267,北京,理科,上海外国语大学
152,天津,文科,上海外国语大学
269,天津,文科,上海外国语大学
479,天津,文科,上海外国语大学
176,天津,文科,上海外国语大学
458,天津,文科,上海外国语大学
169,天津,文科,上海外国语大学
206,天津,文科,上海外国语大学
313,天津,文科,上海外国语大学
227,天津,文科,上海外国语大学
269,天津,文科,上海外国语大学
479,天津,文科,上海外国语大学
269,天津,文科,上海外国语大学
216,天津,文科,上海外国语大学
356,天津,文科,上海外国语大学
227,天津,文科,上海外国语大学
458,天津,文科,上海外国语大学
195,天津,文科,上海外国语大学
1537,天津,理科,上海外国语大学
1074,天津,理科,上海外国语大学
2603,天津,理科,上海外国语大学
2469,天津,理科,上海外国语大学
2323,天津,理科,上海外国语大学
1221,天津,理科,上海外国语大学
1589,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
1537,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
2603,天津,理科,上海外国语大学
2603,天津,理科,上海外国语大学
1924,天津,理科,上海外国语大学
1317,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
1650,天津,理科,上海外国语大学
2683,天津,理科,上海外国语大学
1745,天津,理科,上海外国语大学
1173,天津,理科,上海外国语大学
1537,天津,理科,上海外国语大学
2683,天津,理科,上海外国语大学
951,天津,理科,上海外国语大学
2399,天津,理科,上海外国语大学
1924,天津,理科,上海外国语大学
2257,天津,理科,上海外国语大学
2469,天津,理科,上海外国语大学
2039,天津,理科,上海外国语大学
2533,天津,理科,上海外国语大学
2399,天津,理科,上海外国语大学
1317,天津,理科,上海外国语大学
2533,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
2533,天津,理科,上海外国语大学
1793,天津,理科,上海外国语大学
2399,天津,理科,上海外国语大学
2323,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
2683,天津,理科,上海外国语大学
951,天津,理科,上海外国语大学
1430,天津,理科,上海外国语大学
2399,天津,理科,上海外国语大学
1859,天津,理科,上海外国语大学
1490,天津,理科,上海外国语大学
1119,天津,理科,上海外国语大学
951,天津,理科,上海外国语大学
993,天津,理科,上海外国语大学
2257,天津,理科,上海外国语大学
1984,天津,理科,上海外国语大学
2603,天津,理科,上海外国语大学
1173,天津,理科,上海外国语大学
951,天津,理科,上海外国语大学
1074,天津,理科,上海外国语大学
1589,天津,理科,上海外国语大学
1272,天津,理科,上海外国语大学
2178,天津,理科,上海外国语大学
1490,天津,理科,上海外国语大学
2178,天津,理科,上海外国语大学
1317,天津,理科,上海外国语大学
1272,天津,理科,上海外国语大学
951,天津,理科,上海外国语大学
1686,天津,理科,上海外国语大学
1034,天津,理科,上海外国语大学
1272,天津,理科,上海外国语大学
2039,天津,理科,上海外国语大学
1984,天津,理科,上海外国语大学
1074,天津,理科,上海外国语大学
1745,天津,理科,上海外国语大学
2469,天津,理科,上海外国语大学
85,河北,文科,上海外国语大学
439,河北,文科,上海外国语大学
439,河北,文科,上海外国语大学
547,河北,文科,上海外国语大学
70,河北,文科,上海外国语大学
119,河北,文科,上海外国语大学
70,河北,文科,上海外国语大学
349,河北,文科,上海外国语大学
235,河北,文科,上海外国语大学
520,河北,文科,上海外国语大学
253,河北,文科,上海外国语大学
611,河北,文科,上海外国语大学
85,河北,文科,上海外国语大学
253,河北,文科,上海外国语大学
52,河北,文科,上海外国语大学
378,河北,文科,上海外国语大学
412,河北,文科,上海外国语大学
253,河北,文科,上海外国语大学
52,河北,文科,上海外国语大学
412,河北,文科,上海外国语大学
378,河北,文科,上海外国语大学
56,河北,文科,上海外国语大学
481,河北,文科,上海外国语大学
2334,河北,理科,上海外国语大学
2123,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
1385,河北,理科,上海外国语大学
2123,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
1921,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
1274,河北,理科,上海外国语大学
1829,河北,理科,上海外国语大学
2913,河北,理科,上海外国语大学
1723,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
1089,河北,理科,上海外国语大学
3332,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
3040,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
2234,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
2021,河北,理科,上海外国语大学
1723,河北,理科,上海外国语大学
3628,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
2804,河北,理科,上海外国语大学
3040,河北,理科,上海外国语大学
1274,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
3628,河北,理科,上海外国语大学
1274,河北,理科,上海外国语大学
3040,河北,理科,上海外国语大学
2441,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
1723,河北,理科,上海外国语大学
2804,河北,理科,上海外国语大学
2804,河北,理科,上海外国语大学
2549,河北,理科,上海外国语大学
1829,河北,理科,上海外国语大学
1638,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
2334,河北,理科,上海外国语大学
1555,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
2021,河北,理科,上海外国语大学
1218,河北,理科,上海外国语大学
2913,河北,理科,上海外国语大学
1331,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
1638,河北,理科,上海外国语大学
2549,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
3177,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
3040,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
3474,河北,理科,上海外国语大学
3775,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
2234,河北,理科,上海外国语大学
1147,河北,理科,上海外国语大学
2441,河北,理科,上海外国语大学
2334,河北,理科,上海外国语大学
1921,河北,理科,上海外国语大学
2021,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
2913,河北,理科,上海外国语大学
2234,河北,理科,上海外国语大学
2123,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
2334,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
1331,河北,理科,上海外国语大学
1147,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
1031,河北,理科,上海外国语大学
2804,河北,理科,上海外国语大学
1331,河北,理科,上海外国语大学
1723,河北,理科,上海外国语大学
2021,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
1089,河北,理科,上海外国语大学
1829,河北,理科,上海外国语大学
1638,河北,理科,上海外国语大学
2913,河北,理科,上海外国语大学
2334,河北,理科,上海外国语大学
2662,河北,理科,上海外国语大学
1385,河北,理科,上海外国语大学
3332,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
890,河北,理科,上海外国语大学
1218,河北,理科,上海外国语大学
3628,河北,理科,上海外国语大学
2804,河北,理科,上海外国语大学
2913,河北,理科,上海外国语大学
961,河北,理科,上海外国语大学
1472,河北,理科,上海外国语大学
2123,河北,理科,上海外国语大学
3775,河北,理科,上海外国语大学
3177,河北,理科,上海外国语大学
2234,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
1274,河北,理科,上海外国语大学
1555,河北,理科,上海外国语大学
3332,河北,理科,上海外国语大学
2234,河北,理科,上海外国语大学
3775,河北,理科,上海外国语大学
3916,河北,理科,上海外国语大学
1331,河北,理科,上海外国语大学
404,山西,文科,上海外国语大学
239,山西,文科,上海外国语大学
159,山西,文科,上海外国语大学
169,山西,文科,上海外国语大学
404,山西,文科,上海外国语大学
111,山西,文科,上海外国语大学
451,山西,文科,上海外国语大学
233,山西,文科,上海外国语大学
254,山西,文科,上海外国语大学
106,山西,文科,上海外国语大学
430,山西,文科,上海外国语大学
111,山西,文科,上海外国语大学
218,山西,文科,上海外国语大学
205,山西,文科,上海外国语大学
334,山西,文科,上海外国语大学
380,山西,文科,上海外国语大学
380,山西,文科,上海外国语大学
1992,山西,理科,上海外国语大学
1005,山西,理科,上海外国语大学
2839,山西,理科,上海外国语大学
2380,山西,理科,上海外国语大学
1037,山西,理科,上海外国语大学
2469,山西,理科,上海外国语大学
2232,山西,理科,上海外国语大学
2317,山西,理科,上海外国语大学
1992,山西,理科,上海外国语大学
1992,山西,理科,上海外国语大学
1404,山西,理科,上海外国语大学
2469,山西,理科,上海外国语大学
2962,山西,理科,上海外国语大学
1992,山西,理科,上海外国语大学
1139,山西,理科,上海外国语大学
2078,山西,理科,上海外国语大学
2317,山西,理科,上海外国语大学
1343,山西,理科,上海外国语大学
963,山西,理科,上海外国语大学
1476,山西,理科,上海外国语大学
1343,山西,理科,上海外国语大学
1533,山西,理科,上海外国语大学
2647,山西,理科,上海外国语大学
2232,山西,理科,上海外国语大学
1857,山西,理科,上海外国语大学
1533,山西,理科,上海外国语大学
1089,山西,理科,上海外国语大学
1139,山西,理科,上海外国语大学
1089,山西,理科,上海外国语大学
2152,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
2747,山西,理科,上海外国语大学
2747,山西,理科,上海外国语大学
2078,山西,理科,上海外国语大学
1476,山西,理科,上海外国语大学
1189,山西,理科,上海外国语大学
2565,山西,理科,上海外国语大学
2962,山西,理科,上海外国语大学
2647,山西,理科,上海外国语大学
1923,山西,理科,上海外国语大学
1664,山西,理科,上海外国语大学
2647,山西,理科,上海外国语大学
1533,山西,理科,上海外国语大学
1799,山西,理科,上海外国语大学
1288,山西,理科,上海外国语大学
2962,山西,理科,上海外国语大学
1729,山西,理科,上海外国语大学
1343,山西,理科,上海外国语大学
1089,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
1799,山西,理科,上海外国语大学
2232,山西,理科,上海外国语大学
2152,山西,理科,上海外国语大学
2962,山西,理科,上海外国语大学
1288,山西,理科,上海外国语大学
2747,山西,理科,上海外国语大学
2380,山西,理科,上海外国语大学
2078,山西,理科,上海外国语大学
2152,山西,理科,上海外国语大学
1005,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
2962,山西,理科,上海外国语大学
1343,山西,理科,上海外国语大学
1664,山西,理科,上海外国语大学
2839,山西,理科,上海外国语大学
1288,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
2747,山西,理科,上海外国语大学
1799,山西,理科,上海外国语大学
1597,山西,理科,上海外国语大学
1005,山西,理科,上海外国语大学
2380,山西,理科,上海外国语大学
1476,山西,理科,上海外国语大学
1664,山西,理科,上海外国语大学
918,山西,理科,上海外国语大学
2747,山西,理科,上海外国语大学
2839,山西,理科,上海外国语大学
963,山西,理科,上海外国语大学
1288,山西,理科,上海外国语大学
2232,山西,理科,上海外国语大学
2565,山西,理科,上海外国语大学
1640,内蒙古,理科,上海外国语大学
587,内蒙古,理科,上海外国语大学
621,内蒙古,理科,上海外国语大学
1598,内蒙古,理科,上海外国语大学
712,内蒙古,理科,上海外国语大学
712,内蒙古,理科,上海外国语大学
922,内蒙古,理科,上海外国语大学
803,内蒙古,理科,上海外国语大学
1546,内蒙古,理科,上海外国语大学
803,内蒙古,理科,上海外国语大学
1040,内蒙古,理科,上海外国语大学
959,内蒙古,理科,上海外国语大学
1640,内蒙古,理科,上海外国语大学
1079,内蒙古,理科,上海外国语大学
854,内蒙古,理科,上海外国语大学
1546,内蒙古,理科,上海外国语大学
500,内蒙古,理科,上海外国语大学
1214,内蒙古,理科,上海外国语大学
712,内蒙古,理科,上海外国语大学
1297,内蒙古,理科,上海外国语大学
922,内蒙古,理科,上海外国语大学
959,内蒙古,理科,上海外国语大学
712,内蒙古,理科,上海外国语大学
922,内蒙古,理科,上海外国语大学
1170,内蒙古,理科,上海外国语大学
559,内蒙古,理科,上海外国语大学
1380,内蒙古,理科,上海外国语大学
1598,内蒙古,理科,上海外国语大学
922,内蒙古,理科,上海外国语大学
587,内蒙古,理科,上海外国语大学
1640,内蒙古,理科,上海外国语大学
1337,内蒙古,理科,上海外国语大学
773,内蒙古,理科,上海外国语大学
881,内蒙古,理科,上海外国语大学
1170,内蒙古,理科,上海外国语大学
1079,内蒙古,理科,上海外国语大学
1297,内蒙古,理科,上海外国语大学
1640,内蒙古,理科,上海外国语大学
1546,内蒙古,理科,上海外国语大学
1270,内蒙古,理科,上海外国语大学
922,内蒙古,理科,上海外国语大学
1123,内蒙古,理科,上海外国语大学
690,内蒙古,理科,上海外国语大学
825,内蒙古,理科,上海外国语大学
773,内蒙古,理科,上海外国语大学
1380,内蒙古,理科,上海外国语大学
273,辽宁,文科,上海外国语大学
55,辽宁,文科,上海外国语大学
202,辽宁,文科,上海外国语大学
35,辽宁,文科,上海外国语大学
143,辽宁,文科,上海外国语大学
331,辽宁,文科,上海外国语大学
312,辽宁,文科,上海外国语大学
32,辽宁,文科,上海外国语大学
59,辽宁,文科,上海外国语大学
202,辽宁,文科,上海外国语大学
32,辽宁,文科,上海外国语大学
437,辽宁,文科,上海外国语大学
59,辽宁,文科,上海外国语大学
169,辽宁,文科,上海外国语大学
35,辽宁,文科,上海外国语大学
35,辽宁,文科,上海外国语大学
59,辽宁,文科,上海外国语大学
472,辽宁,理科,上海外国语大学
724,辽宁,理科,上海外国语大学
1473,辽宁,理科,上海外国语大学
472,辽宁,理科,上海外国语大学
1031,辽宁,理科,上海外国语大学
2287,辽宁,理科,上海外国语大学
1626,辽宁,理科,上海外国语大学
1339,辽宁,理科,上海外国语大学
1269,辽宁,理科,上海外国语大学
2098,辽宁,理科,上海外国语大学
1710,辽宁,理科,上海外国语大学
1941,辽宁,理科,上海外国语大学
934,辽宁,理科,上海外国语大学
1767,辽宁,理科,上海外国语大学
553,辽宁,理科,上海外国语大学
688,辽宁,理科,上海外国语大学
934,辽宁,理科,上海外国语大学
1269,辽宁,理科,上海外国语大学
553,辽宁,理科,上海外国语大学
848,辽宁,理科,上海外国语大学
1710,辽宁,理科,上海外国语大学
1140,辽宁,理科,上海外国语大学
934,辽宁,理科,上海外国语大学
1941,辽宁,理科,上海外国语大学
1767,辽宁,理科,上海外国语大学
472,辽宁,理科,上海外国语大学
893,辽宁,理科,上海外国语大学
1031,辽宁,理科,上海外国语大学
1767,辽宁,理科,上海外国语大学
779,辽宁,理科,上海外国语大学
1339,辽宁,理科,上海外国语大学
599,辽宁,理科,上海外国语大学
779,辽宁,理科,上海外国语大学
1850,辽宁,理科,上海外国语大学
2287,辽宁,理科,上海外国语大学
2184,辽宁,理科,上海外国语大学
515,辽宁,理科,上海外国语大学
688,辽宁,理科,上海外国语大学
893,辽宁,理科,上海外国语大学
1093,辽宁,理科,上海外国语大学
848,辽宁,理科,上海外国语大学
2014,辽宁,理科,上海外国语大学
995,辽宁,理科,上海外国语大学
995,辽宁,理科,上海外国语大学
934,辽宁,理科,上海外国语大学
1541,辽宁,理科,上海外国语大学
2184,辽宁,理科,上海外国语大学
472,辽宁,理科,上海外国语大学
1269,辽宁,理科,上海外国语大学
1710,辽宁,理科,上海外国语大学
1941,辽宁,理科,上海外国语大学
1626,辽宁,理科,上海外国语大学
995,辽宁,理科,上海外国语大学
1093,辽宁,理科,上海外国语大学
640,辽宁,理科,上海外国语大学
1339,辽宁,理科,上海外国语大学
1941,辽宁,理科,上海外国语大学
1473,辽宁,理科,上海外国语大学
553,辽宁,理科,上海外国语大学
472,辽宁,理科,上海外国语大学
599,辽宁,理科,上海外国语大学
1093,辽宁,理科,上海外国语大学
472,辽宁,理科,上海外国语大学
806,辽宁,理科,上海外国语大学
1541,辽宁,理科,上海外国语大学
2287,辽宁,理科,上海外国语大学
1541,辽宁,理科,上海外国语大学
1626,辽宁,理科,上海外国语大学
1941,辽宁,理科,上海外国语大学
806,辽宁,理科,上海外国语大学
1206,辽宁,理科,上海外国语大学
779,辽宁,理科,上海外国语大学
806,辽宁,理科,上海外国语大学
101,吉林,文科,上海外国语大学
242,吉林,文科,上海外国语大学
107,吉林,文科,上海外国语大学
229,吉林,文科,上海外国语大学
368,吉林,文科,上海外国语大学
242,吉林,文科,上海外国语大学
101,吉林,文科,上海外国语大学
368,吉林,文科,上海外国语大学
205,吉林,文科,上海外国语大学
146,吉林,文科,上海外国语大学
279,吉林,文科,上海外国语大学
229,吉林,文科,上海外国语大学
267,吉林,文科,上海外国语大学
1011,吉林,理科,上海外国语大学
1700,吉林,理科,上海外国语大学
2357,吉林,理科,上海外国语大学
2167,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
1982,吉林,理科,上海外国语大学
1011,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
1011,吉林,理科,上海外国语大学
1321,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
1321,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
1646,吉林,理科,上海外国语大学
2357,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
2481,吉林,理科,上海外国语大学
1229,吉林,理科,上海外国语大学
2716,吉林,理科,上海外国语大学
2636,吉林,理科,上海外国语大学
1011,吉林,理科,上海外国语大学
2636,吉林,理科,上海外国语大学
1011,吉林,理科,上海外国语大学
1858,吉林,理科,上海外国语大学
1586,吉林,理科,上海外国语大学
1586,吉林,理科,上海外国语大学
2036,吉林,理科,上海外国语大学
1229,吉林,理科,上海外国语大学
1092,吉林,理科,上海外国语大学
1474,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
1749,吉林,理科,上海外国语大学
1424,吉林,理科,上海外国语大学
1474,吉林,理科,上海外国语大学
1529,吉林,理科,上海外国语大学
2716,吉林,理科,上海外国语大学
1367,吉林,理科,上海外国语大学
1050,吉林,理科,上海外国语大学
1321,吉林,理科,上海外国语大学
2227,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
2481,吉林,理科,上海外国语大学
1982,吉林,理科,上海外国语大学
1321,吉林,理科,上海外国语大学
1138,吉林,理科,上海外国语大学
1424,吉林,理科,上海外国语大学
1646,吉林,理科,上海外国语大学
1011,吉林,理科,上海外国语大学
1700,吉林,理科,上海外国语大学
1529,吉林,理科,上海外国语大学
1229,吉林,理科,上海外国语大学
2413,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
1586,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
1646,吉林,理科,上海外国语大学
2716,吉林,理科,上海外国语大学
1529,吉林,理科,上海外国语大学
1858,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
2227,吉林,理科,上海外国语大学
1474,吉林,理科,上海外国语大学
2284,吉林,理科,上海外国语大学
1797,吉林,理科,上海外国语大学
2481,吉林,理科,上海外国语大学
1182,吉林,理科,上海外国语大学
1321,吉林,理科,上海外国语大学
1924,吉林,理科,上海外国语大学
207,黑龙江,文科,上海外国语大学
299,黑龙江,文科,上海外国语大学
127,黑龙江,文科,上海外国语大学
264,黑龙江,文科,上海外国语大学
364,黑龙江,文科,上海外国语大学
111,黑龙江,文科,上海外国语大学
326,黑龙江,文科,上海外国语大学
364,黑龙江,文科,上海外国语大学
127,黑龙江,文科,上海外国语大学
287,黑龙江,文科,上海外国语大学
155,黑龙江,文科,上海外国语大学
380,黑龙江,文科,上海外国语大学
1658,黑龙江,理科,上海外国语大学
1232,黑龙江,理科,上海外国语大学
1475,黑龙江,理科,上海外国语大学
1176,黑龙江,理科,上海外国语大学
935,黑龙江,理科,上海外国语大学
771,黑龙江,理科,上海外国语大学
1732,黑龙江,理科,上海外国语大学
1732,黑龙江,理科,上海外国语大学
840,黑龙江,理科,上海外国语大学
1086,黑龙江,理科,上海外国语大学
1401,黑龙江,理科,上海外国语大学
1732,黑龙江,理科,上海外国语大学
1401,黑龙江,理科,上海外国语大学
979,黑龙江,理科,上海外国语大学
1283,黑龙江,理科,上海外国语大学
1588,黑龙江,理科,上海外国语大学
725,黑龙江,理科,上海外国语大学
2033,黑龙江,理科,上海外国语大学
1475,黑龙江,理科,上海外国语大学
801,黑龙江,理科,上海外国语大学
1337,黑龙江,理科,上海外国语大学
886,黑龙江,理科,上海外国语大学
1475,黑龙江,理科,上海外国语大学
1122,黑龙江,理科,上海外国语大学
535,黑龙江,理科,上海外国语大学
669,黑龙江,理科,上海外国语大学
1841,黑龙江,理科,上海外国语大学
600,黑龙江,理科,上海外国语大学
566,黑龙江,理科,上海外国语大学
1588,黑龙江,理科,上海外国语大学
801,黑龙江,理科,上海外国语大学
725,黑龙江,理科,上海外国语大学
1732,黑龙江,理科,上海外国语大学
566,黑龙江,理科,上海外国语大学
